gameID,turn,side,move,error
57381617,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381618,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381619,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381620,3,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381621,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381622,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381623,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381624,1,black,e7+5,"Cannot resolve move=e7+5, side=black, candidates=[(0, 6)]"
57381625,1,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381626,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381627,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381628,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381629,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381630,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381631,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381632,1,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381633,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381634,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381635,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381636,1,red,A4+5,"Cannot resolve move=A4+5, side=red, candidates=[(9, 5)]"
57381637,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381638,2,black,a4+5,"Cannot resolve move=a4+5, side=black, candidates=[(0, 3)]"
57381639,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381640,1,red,A4+5,"Cannot resolve move=A4+5, side=red, candidates=[(9, 5)]"
57381641,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381642,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381643,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381644,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381645,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381646,1,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381647,1,black,e3+5,"Cannot resolve move=e3+5, side=black, candidates=[(0, 2)]"
57381648,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381649,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381650,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381651,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381652,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381653,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381654,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381655,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381656,1,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381657,1,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381658,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381659,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381660,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381661,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381662,2,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381663,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381664,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381665,1,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381666,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381667,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381668,1,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381669,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381670,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381671,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381672,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381673,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381674,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381675,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381676,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381677,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381678,1,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381679,1,black,e3+5,"Cannot resolve move=e3+5, side=black, candidates=[(0, 2)]"
57381680,1,black,e7+5,"Cannot resolve move=e7+5, side=black, candidates=[(0, 6)]"
57381681,1,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381682,1,black,e3+5,"Cannot resolve move=e3+5, side=black, candidates=[(0, 2)]"
57381683,1,black,h2+1,"Cannot resolve move=h2+1, side=black, candidates=[(0, 1)]"
57381684,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381685,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381686,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381687,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381688,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381689,1,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
